name,category,size,era,desc,url,imageUrl_s,id,sk1,sk2,sk3
宋榻大觀帖（五） 冊 何氏移屋帖,法帖,,,,https://digitalarchive.npm.gov.tw/Collection/Detail/35987?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=481432&randomCode=85388568166&maxW=200&maxH=200,故帖00015200016,故,帖,法帖
宋榻大觀帖（五） 冊 古法帖亮白帖,法帖,,,,https://digitalarchive.npm.gov.tw/Collection/Detail/35986?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=481431&randomCode=57578383579&maxW=200&maxH=200,故帖00015200015,故,帖,法帖
宋榻大觀帖（五） 冊 古法帖孤不度帖,法帖,,,,https://digitalarchive.npm.gov.tw/Collection/Detail/35985?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=481431&randomCode=57578383579&maxW=200&maxH=200,故帖00015200014,故,帖,法帖
宋拓大觀帖（五） 冊 何氏閑曠帖,法帖,,,,https://digitalarchive.npm.gov.tw/Collection/Detail/35984?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=478789&randomCode=44295652428&maxW=200&maxH=200,故帖00002900018,故,帖,法帖
宋拓大觀帖（五） 冊 何氏移屋帖,法帖,,,,https://digitalarchive.npm.gov.tw/Collection/Detail/35983?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=478788&randomCode=96162755435&maxW=200&maxH=200,故帖00002900017,故,帖,法帖
垂裕閣法帖（二）（地） 冊 晉王羲之虞安吉帖,法帖,,,,https://digitalarchive.npm.gov.tw/Collection/Detail/35980?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=457703&randomCode=84706706201&maxW=200&maxH=200,贈帖00011100046,贈,帖,法帖
明停雲館法帖（第一冊） 冊 唐柳公權書消災護命經,法帖,30.5x29,,,https://digitalarchive.npm.gov.tw/Collection/Detail/35977?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=432896&randomCode=82039656423&maxW=200&maxH=200,購帖00000700018,購,帖,法帖
漢泰山都尉孔宙碑 軸 碑陰,法帖,,,,https://digitalarchive.npm.gov.tw/Collection/Detail/33903?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=480796&randomCode=38252463086&maxW=200&maxH=200,故帖00011700002,故,帖,法帖
漢泰山都尉孔宙碑 軸 碑陽,法帖,,,,https://digitalarchive.npm.gov.tw/Collection/Detail/33902?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=487059&randomCode=22008069271&maxW=200&maxH=200,故帖00011700001,故,帖,法帖
清乾隆三希堂法帖（一） 冊 魏鍾繇薦季直表,法帖,,,,https://digitalarchive.npm.gov.tw/Collection/Detail/31614?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=463414&randomCode=685660694&maxW=200&maxH=200,中帖00000100001,中,帖,法帖
墨妙軒法帖（三） 冊 宋米芾草書入晉帖,法帖,,,,https://digitalarchive.npm.gov.tw/Collection/Detail/31243?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=455430&randomCode=72301141190&maxW=200&maxH=200,贈帖00003900014,贈,帖,法帖
垂裕閣法帖（一）（天） 冊 吳皇象文武帖,法帖,,,,https://digitalarchive.npm.gov.tw/Collection/Detail/31240?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=457670&randomCode=39561628848&maxW=200&maxH=200,贈帖00011000012,贈,帖,法帖
大觀帖（二） 冊 譚澤闓題跋,法帖,,中華民國三十二年（1943）,,https://digitalarchive.npm.gov.tw/Collection/Detail/31238?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=455568&randomCode=93066411252&maxW=200&maxH=200,贈帖00004600043,贈,帖,法帖
